order_id,order_date,order_time,city,pizza_name,category,size,quantity,price,delivery_time,payment_mode,customer_rating,total_amount
1031,2/12/2024,22:00:00,Bangalore,Pepper Barbecue,Veg,L,3,203,45,UPI,1,609
1032,2/12/2024,23:00:00,Delhi,Chicken Dominator,Non-Veg,S,3,265,44,UPI,4,795
1033,2/13/2024,0:00:00,Bangalore,Peppy Paneer,Veg,M,1,259,36,Cash,1,259
1034,2/13/2024,1:00:00,Pune,Farmhouse,Veg,L,3,592,29,Card,1,1776
1035,2/13/2024,2:00:00,Hyderabad,Chicken Dominator,Veg,M,3,486,30,Cash,2,1458
1036,2/13/2024,3:00:00,Pune,Peppy Paneer,Non-Veg,L,3,544,30,UPI,2,1632
1037,2/13/2024,4:00:00,Chennai,Pepper Barbecue,Non-Veg,S,2,428,31,UPI,1,856
1038,2/13/2024,5:00:00,Delhi,Pepper Barbecue,Veg,L,1,299,59,UPI,3,299
1039,2/13/2024,6:00:00,Chennai,Chicken Dominator,Non-Veg,S,3,318,27,UPI,2,954
1040,2/13/2024,7:00:00,Hyderabad,Veg Extravaganza,Veg,L,3,268,43,Cash,4,804
1041,2/13/2024,8:00:00,Bangalore,Pepper Barbecue,Non-Veg,M,3,351,33,UPI,4,1053
1042,2/13/2024,9:00:00,Hyderabad,Veg Extravaganza,Veg,M,2,479,42,Wallet,1,958
1043,2/13/2024,10:00:00,Mumbai,Veg Extravaganza,Veg,S,2,420,55,Cash,1,840
1044,2/13/2024,11:00:00,Hyderabad,Veg Extravaganza,Veg,S,1,422,36,Card,3,422
1045,2/13/2024,12:00:00,Mumbai,Margherita,Non-Veg,S,4,364,24,Wallet,1,1456
1046,2/13/2024,13:00:00,Hyderabad,Peppy Paneer,Non-Veg,M,1,410,22,UPI,5,410
1047,2/13/2024,14:00:00,Mumbai,Peppy Paneer,Veg,S,2,478,28,UPI,5,956
1048,2/13/2024,15:00:00,Delhi,Pepper Barbecue,Non-Veg,L,3,262,39,Card,1,786
1049,2/13/2024,16:00:00,Chennai,Pepper Barbecue,Veg,S,3,573,39,UPI,5,1719
1050,2/13/2024,17:00:00,Chennai,Veg Extravaganza,Veg,L,1,569,38,Wallet,4,569
1051,2/13/2024,18:00:00,Pune,Margherita,Veg,S,3,461,40,Wallet,1,1383
1052,2/13/2024,19:00:00,Chennai,Veg Extravaganza,Non-Veg,S,2,205,35,Wallet,4,410
1053,2/13/2024,20:00:00,Bangalore,Margherita,Non-Veg,L,1,447,52,Wallet,4,447
1054,2/13/2024,21:00:00,Hyderabad,Veg Extravaganza,Veg,L,4,428,24,Card,5,1712
1055,2/13/2024,22:00:00,Pune,Farmhouse,Veg,M,2,485,43,Card,3,970
1056,2/13/2024,23:00:00,Bangalore,Farmhouse,Veg,S,2,456,34,UPI,4,912
1057,2/14/2024,0:00:00,Bangalore,Chicken Dominator,Veg,M,3,262,45,Cash,5,786
1058,2/14/2024,1:00:00,Mumbai,Veg Extravaganza,Veg,M,2,591,44,UPI,3,1182
1059,2/14/2024,2:00:00,Chennai,Pepper Barbecue,Veg,M,2,227,47,Cash,5,454
1060,2/14/2024,3:00:00,Delhi,Peppy Paneer,Veg,M,4,544,52,Wallet,5,2176
1061,2/14/2024,4:00:00,Delhi,Chicken Dominator,Veg,M,3,252,37,UPI,1,756
1062,2/14/2024,5:00:00,Pune,Pepper Barbecue,Veg,S,2,451,37,UPI,2,902
1063,2/14/2024,6:00:00,Delhi,Farmhouse,Veg,L,3,237,57,Card,3,711
1064,2/14/2024,7:00:00,Hyderabad,Veg Extravaganza,Veg,L,2,507,52,Cash,5,1014
1065,2/14/2024,8:00:00,Delhi,Chicken Dominator,Non-Veg,S,4,533,46,Cash,4,2132
1066,2/14/2024,9:00:00,Pune,Veg Extravaganza,Veg,M,3,338,34,Card,4,1014
1067,2/14/2024,10:00:00,Delhi,Farmhouse,Non-Veg,S,3,585,32,Cash,2,1755
1068,2/14/2024,11:00:00,Hyderabad,Chicken Dominator,Veg,L,4,252,53,UPI,3,1008
1069,2/14/2024,12:00:00,Mumbai,Farmhouse,Veg,M,1,293,23,Card,1,293
1070,2/14/2024,13:00:00,Pune,Margherita,Veg,S,2,293,54,Card,3,586
1071,2/14/2024,14:00:00,Mumbai,Farmhouse,Veg,S,2,462,38,UPI,4,924
1072,2/14/2024,15:00:00,Mumbai,Veg Extravaganza,Veg,S,1,522,50,UPI,4,522
1073,2/14/2024,16:00:00,Mumbai,Peppy Paneer,Non-Veg,M,3,336,44,Cash,1,1008
1074,2/14/2024,17:00:00,Bangalore,Farmhouse,Veg,L,3,571,59,Wallet,1,1713
1075,2/14/2024,18:00:00,Chennai,Pepper Barbecue,Veg,S,4,455,31,Card,4,1820
1076,2/14/2024,19:00:00,Bangalore,Peppy Paneer,Non-Veg,S,4,594,31,Wallet,5,2376
1077,2/14/2024,20:00:00,Chennai,Margherita,Veg,M,4,236,44,UPI,5,944
1078,2/14/2024,21:00:00,Mumbai,Chicken Dominator,Non-Veg,S,1,341,52,Wallet,1,341
1079,2/14/2024,22:00:00,Pune,Chicken Dominator,Veg,M,1,346,56,UPI,5,346
1080,2/14/2024,23:00:00,Chennai,Peppy Paneer,Non-Veg,M,3,207,47,Card,1,621
1081,2/15/2024,0:00:00,Hyderabad,Chicken Dominator,Veg,M,4,450,28,UPI,3,1800
1082,2/15/2024,1:00:00,Hyderabad,Farmhouse,Veg,L,3,334,33,Cash,3,1002
1083,2/15/2024,2:00:00,Delhi,Peppy Paneer,Non-Veg,L,1,258,22,UPI,3,258
1084,2/15/2024,3:00:00,Chennai,Veg Extravaganza,Veg,M,2,322,24,UPI,1,644
1085,2/15/2024,4:00:00,Pune,Farmhouse,Veg,L,3,462,45,UPI,1,1386
1086,2/15/2024,5:00:00,Bangalore,Farmhouse,Non-Veg,L,1,319,37,UPI,5,319
1087,2/15/2024,6:00:00,Mumbai,Farmhouse,Veg,S,4,458,57,UPI,5,1832
1088,2/15/2024,7:00:00,Delhi,Veg Extravaganza,Veg,S,2,522,40,Card,5,1044
1089,2/15/2024,8:00:00,Hyderabad,Margherita,Non-Veg,S,2,217,58,UPI,2,434
1090,2/15/2024,9:00:00,Bangalore,Pepper Barbecue,Veg,M,2,500,35,UPI,1,1000
1091,2/15/2024,10:00:00,Bangalore,Chicken Dominator,Non-Veg,L,4,552,59,UPI,3,2208
1092,2/15/2024,11:00:00,Mumbai,Peppy Paneer,Non-Veg,M,2,291,42,UPI,3,582
1093,2/15/2024,12:00:00,Chennai,Margherita,Veg,M,1,363,48,Card,2,363
1094,2/15/2024,13:00:00,Hyderabad,Peppy Paneer,Veg,M,3,343,29,Card,2,1029
1095,2/15/2024,14:00:00,Pune,Chicken Dominator,Veg,S,2,534,24,Card,3,1068
1096,2/15/2024,15:00:00,Bangalore,Veg Extravaganza,Veg,M,2,514,30,UPI,1,1028
1097,2/15/2024,16:00:00,Mumbai,Farmhouse,Non-Veg,S,1,437,48,Card,3,437
1098,2/15/2024,17:00:00,Pune,Farmhouse,Veg,S,4,373,46,Card,3,1492
1099,2/15/2024,18:00:00,Chennai,Veg Extravaganza,Veg,L,2,282,53,UPI,2,564
1100,2/15/2024,19:00:00,Hyderabad,Margherita,Non-Veg,L,1,356,33,UPI,2,356
1101,2/15/2024,20:00:00,Chennai,Margherita,Non-Veg,L,1,308,29,UPI,5,308
1102,2/15/2024,21:00:00,Bangalore,Peppy Paneer,Veg,L,4,377,30,UPI,2,1508
1103,2/15/2024,22:00:00,Pune,Veg Extravaganza,Veg,L,4,449,30,UPI,3,1796
1104,2/15/2024,23:00:00,Pune,Margherita,Non-Veg,M,3,452,54,UPI,5,1356
1105,2/16/2024,0:00:00,Pune,Veg Extravaganza,Non-Veg,M,2,254,38,UPI,3,508
1106,2/16/2024,1:00:00,Bangalore,Chicken Dominator,Non-Veg,M,3,354,43,Card,1,1062
1107,2/16/2024,2:00:00,Bangalore,Farmhouse,Veg,M,1,590,20,Wallet,1,590
1108,2/16/2024,3:00:00,Chennai,Farmhouse,Veg,M,2,290,31,Card,2,580
1109,2/16/2024,4:00:00,Delhi,Farmhouse,Veg,L,1,538,33,Card,5,538
1110,2/16/2024,5:00:00,Chennai,Veg Extravaganza,Veg,S,1,325,22,UPI,4,325
1111,2/16/2024,6:00:00,Hyderabad,Veg Extravaganza,Non-Veg,M,1,536,51,UPI,1,536
1112,2/16/2024,7:00:00,Mumbai,Peppy Paneer,Non-Veg,M,4,368,35,UPI,1,1472
1113,2/16/2024,8:00:00,Pune,Farmhouse,Non-Veg,S,4,338,57,Card,1,1352
1114,2/16/2024,9:00:00,Delhi,Peppy Paneer,Veg,L,2,204,29,Card,1,408
1115,2/16/2024,10:00:00,Mumbai,Farmhouse,Non-Veg,S,1,265,36,Cash,2,265
1116,2/16/2024,11:00:00,Delhi,Peppy Paneer,Non-Veg,M,1,310,59,UPI,5,310
1117,2/16/2024,12:00:00,Chennai,Peppy Paneer,Non-Veg,S,2,383,23,UPI,1,766
1118,2/16/2024,13:00:00,Bangalore,Chicken Dominator,Veg,L,3,467,34,Card,2,1401
1119,2/16/2024,14:00:00,Pune,Peppy Paneer,Veg,M,1,369,52,Card,5,369
1120,2/16/2024,15:00:00,Chennai,Veg Extravaganza,Non-Veg,M,4,561,58,UPI,5,2244
1121,2/16/2024,16:00:00,Mumbai,Peppy Paneer,Veg,L,3,443,29,Card,4,1329
1122,2/16/2024,17:00:00,Mumbai,Farmhouse,Non-Veg,M,3,530,26,UPI,3,1590
1123,2/16/2024,18:00:00,Mumbai,Peppy Paneer,Veg,S,3,337,52,Card,1,1011
1124,2/16/2024,19:00:00,Mumbai,Margherita,Non-Veg,S,3,227,36,UPI,2,681
1125,2/16/2024,20:00:00,Mumbai,Pepper Barbecue,Non-Veg,L,3,206,31,Card,5,618
1126,2/16/2024,21:00:00,Delhi,Farmhouse,Non-Veg,M,3,597,36,Cash,4,1791
1127,2/16/2024,22:00:00,Chennai,Margherita,Veg,S,2,532,35,Wallet,3,1064
1128,2/16/2024,23:00:00,Pune,Farmhouse,Non-Veg,S,2,516,33,Wallet,5,1032
1129,2/17/2024,0:00:00,Bangalore,Veg Extravaganza,Non-Veg,S,3,250,22,Card,5,750
1130,2/17/2024,1:00:00,Bangalore,Pepper Barbecue,Veg,M,4,335,49,Card,1,1340
1131,2/17/2024,2:00:00,Chennai,Pepper Barbecue,Non-Veg,S,2,377,54,UPI,3,754
1132,2/17/2024,3:00:00,Chennai,Veg Extravaganza,Veg,S,2,328,45,UPI,3,656
1133,2/17/2024,4:00:00,Bangalore,Pepper Barbecue,Veg,M,3,396,31,UPI,2,1188
1134,2/17/2024,5:00:00,Bangalore,Veg Extravaganza,Veg,M,4,466,50,UPI,4,1864
1135,2/17/2024,6:00:00,Delhi,Margherita,Non-Veg,M,3,306,36,Card,2,918
1136,2/17/2024,7:00:00,Hyderabad,Chicken Dominator,Veg,M,4,247,56,UPI,4,988
1137,2/17/2024,8:00:00,Pune,Farmhouse,Non-Veg,M,4,337,27,UPI,2,1348
1138,2/17/2024,9:00:00,Mumbai,Veg Extravaganza,Veg,M,1,598,38,Card,4,598
1139,2/17/2024,10:00:00,Hyderabad,Farmhouse,Veg,L,2,302,45,Card,1,604
1140,2/17/2024,11:00:00,Chennai,Margherita,Non-Veg,S,3,246,23,Card,4,738
1141,2/17/2024,12:00:00,Bangalore,Chicken Dominator,Non-Veg,M,2,352,34,Card,2,704
1142,2/17/2024,13:00:00,Hyderabad,Margherita,Non-Veg,M,2,567,33,UPI,3,1134
1143,2/17/2024,14:00:00,Pune,Pepper Barbecue,Veg,S,4,205,49,UPI,5,820
1144,2/17/2024,15:00:00,Chennai,Farmhouse,Veg,L,2,210,43,Cash,4,420
1145,2/17/2024,16:00:00,Mumbai,Chicken Dominator,Non-Veg,S,1,216,53,UPI,4,216
1146,2/17/2024,17:00:00,Mumbai,Pepper Barbecue,Non-Veg,M,3,342,38,Card,3,1026
1147,2/17/2024,18:00:00,Pune,Chicken Dominator,Veg,M,2,471,22,Card,1,942
1148,2/17/2024,19:00:00,Pune,Pepper Barbecue,Veg,S,3,511,23,Wallet,2,1533
1149,2/17/2024,20:00:00,Bangalore,Margherita,Non-Veg,M,2,265,30,Card,1,530
1150,2/17/2024,21:00:00,Mumbai,Veg Extravaganza,Veg,M,3,538,32,Card,4,1614
1151,2/17/2024,22:00:00,Chennai,Farmhouse,Non-Veg,L,3,530,37,UPI,4,1590
1152,2/17/2024,23:00:00,Hyderabad,Peppy Paneer,Veg,L,3,455,38,Wallet,1,1365
1153,2/18/2024,0:00:00,Chennai,Peppy Paneer,Veg,S,2,326,52,Card,2,652
1154,2/18/2024,1:00:00,Delhi,Margherita,Non-Veg,M,1,330,57,UPI,4,330
1155,2/18/2024,2:00:00,Delhi,Farmhouse,Veg,L,3,217,22,Card,4,651
1156,2/18/2024,3:00:00,Pune,Farmhouse,Veg,S,4,406,54,UPI,1,1624
1157,2/18/2024,4:00:00,Bangalore,Margherita,Non-Veg,M,4,288,20,UPI,5,1152
1158,2/18/2024,5:00:00,Delhi,Farmhouse,Veg,L,4,442,54,UPI,3,1768
1159,2/18/2024,6:00:00,Mumbai,Veg Extravaganza,Veg,M,1,549,55,Cash,4,549
1160,2/18/2024,7:00:00,Chennai,Margherita,Non-Veg,S,3,216,57,Card,2,648
1161,2/18/2024,8:00:00,Chennai,Veg Extravaganza,Veg,M,1,422,58,Card,5,422
1162,2/18/2024,9:00:00,Pune,Farmhouse,Veg,M,3,569,44,Card,1,1707
1163,2/18/2024,10:00:00,Hyderabad,Margherita,Veg,L,1,562,59,Card,1,562
1164,2/18/2024,11:00:00,Pune,Farmhouse,Veg,S,3,409,32,UPI,2,1227
1165,2/18/2024,12:00:00,Hyderabad,Margherita,Non-Veg,L,4,298,23,UPI,5,1192
1166,2/18/2024,13:00:00,Pune,Farmhouse,Non-Veg,M,3,212,25,UPI,2,636
1167,2/18/2024,14:00:00,Pune,Veg Extravaganza,Veg,S,1,518,30,UPI,4,518
1168,2/18/2024,15:00:00,Pune,Veg Extravaganza,Non-Veg,M,3,469,20,Wallet,5,1407
1169,2/18/2024,16:00:00,Hyderabad,Farmhouse,Non-Veg,M,2,386,27,Cash,3,772
1170,2/18/2024,17:00:00,Hyderabad,Margherita,Veg,S,3,473,53,UPI,3,1419
1171,2/18/2024,18:00:00,Pune,Peppy Paneer,Non-Veg,S,4,332,59,UPI,2,1328
1172,2/18/2024,19:00:00,Delhi,Veg Extravaganza,Veg,L,3,213,28,Wallet,3,639
1173,2/18/2024,20:00:00,Bangalore,Veg Extravaganza,Non-Veg,L,2,480,55,UPI,2,960
1174,2/18/2024,21:00:00,Bangalore,Pepper Barbecue,Non-Veg,M,2,243,58,Card,4,486
1175,2/18/2024,22:00:00,Bangalore,Peppy Paneer,Veg,S,2,576,56,UPI,4,1152
1176,2/18/2024,23:00:00,Hyderabad,Farmhouse,Veg,L,1,494,40,Card,2,494
1177,2/19/2024,0:00:00,Hyderabad,Margherita,Veg,M,2,595,39,Wallet,4,1190
1178,2/19/2024,1:00:00,Delhi,Pepper Barbecue,Veg,S,1,303,57,Cash,3,303
1179,2/19/2024,2:00:00,Bangalore,Farmhouse,Veg,L,2,261,20,Card,4,522
1180,2/19/2024,3:00:00,Bangalore,Chicken Dominator,Non-Veg,S,1,252,54,Card,3,252
1181,2/19/2024,4:00:00,Pune,Veg Extravaganza,Veg,M,2,508,47,Card,3,1016
1182,2/19/2024,5:00:00,Hyderabad,Chicken Dominator,Veg,M,2,317,26,UPI,1,634
1183,2/19/2024,6:00:00,Bangalore,Veg Extravaganza,Non-Veg,M,3,520,28,UPI,4,1560
1184,2/19/2024,7:00:00,Chennai,Veg Extravaganza,Veg,S,2,330,20,Wallet,4,660
1185,2/19/2024,8:00:00,Delhi,Chicken Dominator,Non-Veg,M,3,498,55,UPI,2,1494
1186,2/19/2024,9:00:00,Chennai,Chicken Dominator,Non-Veg,L,2,505,53,UPI,2,1010
1187,2/19/2024,10:00:00,Chennai,Farmhouse,Veg,M,2,398,53,Card,5,796
1188,2/19/2024,11:00:00,Delhi,Pepper Barbecue,Veg,M,3,592,36,Wallet,3,1776
1189,2/19/2024,12:00:00,Chennai,Pepper Barbecue,Veg,S,3,235,51,Card,1,705
1190,2/19/2024,13:00:00,Bangalore,Chicken Dominator,Non-Veg,L,1,478,21,Card,3,478
1191,2/19/2024,14:00:00,Hyderabad,Farmhouse,Veg,L,4,415,55,Card,4,1660
1192,2/19/2024,15:00:00,Delhi,Pepper Barbecue,Non-Veg,L,3,273,44,Card,5,819
1193,2/19/2024,16:00:00,Pune,Farmhouse,Non-Veg,M,1,505,45,Card,3,505
1194,2/19/2024,17:00:00,Chennai,Farmhouse,Veg,L,2,254,45,Wallet,5,508
1195,2/19/2024,18:00:00,Delhi,Veg Extravaganza,Non-Veg,S,3,580,40,Card,3,1740
1196,2/19/2024,19:00:00,Mumbai,Pepper Barbecue,Veg,M,3,211,37,UPI,4,633
1197,2/19/2024,20:00:00,Mumbai,Pepper Barbecue,Non-Veg,M,2,282,48,Cash,4,564
1198,2/19/2024,21:00:00,Hyderabad,Veg Extravaganza,Veg,M,2,231,43,Cash,3,462
1199,2/19/2024,22:00:00,Bangalore,Chicken Dominator,Non-Veg,L,2,285,47,UPI,1,570
1200,2/19/2024,23:00:00,Hyderabad,Veg Extravaganza,Veg,M,2,431,31,UPI,4,862
1201,2/20/2024,0:00:00,Hyderabad,Pepper Barbecue,Non-Veg,S,4,474,30,Wallet,2,1896
1202,2/20/2024,1:00:00,Hyderabad,Pepper Barbecue,Veg,M,3,400,46,UPI,1,1200
1203,2/20/2024,2:00:00,Hyderabad,Chicken Dominator,Veg,M,2,250,42,Card,3,500
1204,2/20/2024,3:00:00,Pune,Veg Extravaganza,Veg,M,2,519,52,UPI,1,1038
1205,2/20/2024,4:00:00,Pune,Margherita,Veg,S,4,455,35,Card,2,1820
1206,2/20/2024,5:00:00,Delhi,Margherita,Non-Veg,S,3,440,47,Card,4,1320
1207,2/20/2024,6:00:00,Mumbai,Chicken Dominator,Non-Veg,M,1,404,47,Card,4,404
1208,2/20/2024,7:00:00,Hyderabad,Veg Extravaganza,Veg,L,3,585,57,UPI,4,1755
1209,2/20/2024,8:00:00,Delhi,Veg Extravaganza,Veg,L,1,583,25,UPI,2,583
1210,2/20/2024,9:00:00,Mumbai,Farmhouse,Veg,L,4,594,48,Wallet,1,2376
1211,2/20/2024,10:00:00,Chennai,Pepper Barbecue,Veg,L,2,395,53,Cash,3,790
1212,2/20/2024,11:00:00,Bangalore,Peppy Paneer,Veg,S,4,443,22,Cash,3,1772
1213,2/20/2024,12:00:00,Pune,Chicken Dominator,Veg,L,3,519,25,Card,1,1557
1214,2/20/2024,13:00:00,Chennai,Peppy Paneer,Veg,M,2,200,57,Card,4,400
1215,2/20/2024,14:00:00,Mumbai,Peppy Paneer,Veg,L,3,288,32,Cash,3,864
1216,2/20/2024,15:00:00,Chennai,Chicken Dominator,Non-Veg,M,1,481,55,Cash,4,481
1217,2/20/2024,16:00:00,Bangalore,Veg Extravaganza,Veg,L,3,338,34,Cash,5,1014
1218,2/20/2024,17:00:00,Mumbai,Chicken Dominator,Veg,M,4,286,25,UPI,5,1144
1219,2/20/2024,18:00:00,Chennai,Peppy Paneer,Non-Veg,S,4,201,52,UPI,3,804
1220,2/20/2024,19:00:00,Pune,Pepper Barbecue,Non-Veg,M,4,548,31,Card,1,2192
1221,2/20/2024,20:00:00,Pune,Pepper Barbecue,Veg,S,2,367,32,UPI,1,734
1222,2/20/2024,21:00:00,Delhi,Pepper Barbecue,Non-Veg,L,3,318,52,Card,1,954
1223,2/20/2024,22:00:00,Chennai,Veg Extravaganza,Non-Veg,M,2,587,47,Card,4,1174
1224,2/20/2024,23:00:00,Hyderabad,Margherita,Veg,M,3,279,55,UPI,5,837
1225,2/21/2024,0:00:00,Chennai,Chicken Dominator,Veg,L,1,310,24,Cash,4,310
1226,2/21/2024,1:00:00,Mumbai,Pepper Barbecue,Veg,M,3,364,44,UPI,2,1092
1227,2/21/2024,2:00:00,Mumbai,Chicken Dominator,Veg,M,3,581,36,Card,2,1743
1228,2/21/2024,3:00:00,Chennai,Pepper Barbecue,Veg,S,3,418,56,UPI,3,1254
1229,2/21/2024,4:00:00,Bangalore,Veg Extravaganza,Non-Veg,M,3,204,38,Wallet,2,612
1230,2/21/2024,5:00:00,Pune,Margherita,Veg,L,1,598,54,UPI,1,598
1231,2/21/2024,6:00:00,Mumbai,Margherita,Veg,L,2,414,53,Cash,3,828
1232,2/21/2024,7:00:00,Pune,Pepper Barbecue,Veg,L,4,394,25,Card,5,1576
1233,2/21/2024,8:00:00,Mumbai,Veg Extravaganza,Veg,S,3,481,38,UPI,5,1443
1234,2/21/2024,9:00:00,Delhi,Farmhouse,Non-Veg,S,4,205,20,Card,2,820
1235,2/21/2024,10:00:00,Hyderabad,Chicken Dominator,Veg,S,4,578,26,Wallet,2,2312
1236,2/21/2024,11:00:00,Mumbai,Chicken Dominator,Non-Veg,L,4,499,53,UPI,5,1996
1237,2/21/2024,12:00:00,Pune,Peppy Paneer,Veg,S,4,257,38,UPI,2,1028
1238,2/21/2024,13:00:00,Delhi,Veg Extravaganza,Veg,S,3,536,52,UPI,2,1608
1239,2/21/2024,14:00:00,Mumbai,Peppy Paneer,Non-Veg,M,4,501,45,UPI,4,2004
1240,2/21/2024,15:00:00,Bangalore,Pepper Barbecue,Veg,M,3,301,46,Wallet,5,903
1241,2/21/2024,16:00:00,Hyderabad,Peppy Paneer,Veg,L,1,247,57,UPI,5,247
1242,2/21/2024,17:00:00,Mumbai,Margherita,Non-Veg,M,2,569,45,Card,2,1138
1243,2/21/2024,18:00:00,Delhi,Chicken Dominator,Veg,M,2,475,54,UPI,1,950
1244,2/21/2024,19:00:00,Bangalore,Peppy Paneer,Non-Veg,M,3,570,39,UPI,4,1710
1245,2/21/2024,20:00:00,Chennai,Margherita,Non-Veg,L,3,362,43,UPI,1,1086
1246,2/21/2024,21:00:00,Delhi,Veg Extravaganza,Veg,M,2,531,40,UPI,2,1062
1247,2/21/2024,22:00:00,Delhi,Peppy Paneer,Veg,M,4,395,45,Card,5,1580
1248,2/21/2024,23:00:00,Bangalore,Pepper Barbecue,Veg,M,3,576,39,UPI,1,1728
1249,2/22/2024,0:00:00,Delhi,Pepper Barbecue,Veg,S,4,564,25,Cash,3,2256
1250,2/22/2024,1:00:00,Bangalore,Pepper Barbecue,Non-Veg,L,3,523,22,Card,1,1569
1251,2/22/2024,2:00:00,Mumbai,Chicken Dominator,Non-Veg,S,3,331,29,UPI,5,993
1252,2/22/2024,3:00:00,Bangalore,Peppy Paneer,Veg,L,1,265,31,UPI,2,265
1253,2/22/2024,4:00:00,Bangalore,Veg Extravaganza,Veg,S,1,599,52,UPI,1,599
1254,2/22/2024,5:00:00,Hyderabad,Peppy Paneer,Veg,L,2,590,41,UPI,2,1180
1255,2/22/2024,6:00:00,Bangalore,Chicken Dominator,Veg,L,1,282,35,Card,4,282
1256,2/22/2024,7:00:00,Bangalore,Margherita,Non-Veg,M,1,464,36,Cash,3,464
1257,2/22/2024,8:00:00,Chennai,Chicken Dominator,Veg,M,2,428,29,Wallet,5,856
1258,2/22/2024,9:00:00,Mumbai,Pepper Barbecue,Non-Veg,M,4,472,31,Cash,5,1888
1259,2/22/2024,10:00:00,Hyderabad,Margherita,Non-Veg,M,1,418,38,UPI,2,418
1260,2/22/2024,11:00:00,Chennai,Pepper Barbecue,Non-Veg,S,4,424,59,UPI,3,1696
1261,2/22/2024,12:00:00,Pune,Farmhouse,Veg,M,2,312,42,Wallet,5,624
1262,2/22/2024,13:00:00,Mumbai,Chicken Dominator,Non-Veg,L,3,339,59,Card,1,1017
1263,2/22/2024,14:00:00,Mumbai,Chicken Dominator,Non-Veg,S,4,384,29,UPI,5,1536
1264,2/22/2024,15:00:00,Pune,Veg Extravaganza,Non-Veg,L,2,372,29,UPI,1,744
1265,2/22/2024,16:00:00,Bangalore,Peppy Paneer,Veg,M,4,575,29,UPI,5,2300
1266,2/22/2024,17:00:00,Chennai,Margherita,Veg,M,2,210,58,Card,1,420
1267,2/22/2024,18:00:00,Delhi,Margherita,Non-Veg,L,2,596,49,Cash,4,1192
1268,2/22/2024,19:00:00,Hyderabad,Veg Extravaganza,Veg,M,3,358,23,UPI,2,1074
1269,2/22/2024,20:00:00,Delhi,Veg Extravaganza,Veg,M,4,404,20,UPI,4,1616
1270,2/22/2024,21:00:00,Pune,Peppy Paneer,Non-Veg,L,3,429,38,UPI,1,1287
1271,2/22/2024,22:00:00,Mumbai,Pepper Barbecue,Veg,L,3,225,24,UPI,2,675
1272,2/22/2024,23:00:00,Mumbai,Peppy Paneer,Veg,S,4,518,49,Card,3,2072
1273,2/23/2024,0:00:00,Hyderabad,Chicken Dominator,Veg,M,4,358,45,Card,1,1432
1274,2/23/2024,1:00:00,Mumbai,Pepper Barbecue,Non-Veg,M,2,477,59,UPI,5,954
1275,2/23/2024,2:00:00,Mumbai,Farmhouse,Veg,S,4,589,53,Card,5,2356
1276,2/23/2024,3:00:00,Hyderabad,Peppy Paneer,Non-Veg,S,2,347,21,UPI,3,694
1277,2/23/2024,4:00:00,Chennai,Veg Extravaganza,Veg,M,2,465,43,Card,4,930
1278,2/23/2024,5:00:00,Chennai,Pepper Barbecue,Veg,M,2,282,33,Card,1,564
1279,2/23/2024,6:00:00,Hyderabad,Peppy Paneer,Non-Veg,L,2,225,32,UPI,5,450
1280,2/23/2024,7:00:00,Pune,Margherita,Veg,L,2,270,48,Card,2,540
1281,2/23/2024,8:00:00,Mumbai,Farmhouse,Non-Veg,M,2,236,20,UPI,3,472
1282,2/23/2024,9:00:00,Mumbai,Chicken Dominator,Veg,S,4,591,53,UPI,4,2364
1283,2/23/2024,10:00:00,Pune,Margherita,Veg,S,4,332,23,UPI,4,1328
1284,2/23/2024,11:00:00,Chennai,Margherita,Veg,M,1,325,47,UPI,2,325
1285,2/23/2024,12:00:00,Bangalore,Farmhouse,Veg,M,4,314,38,Cash,2,1256
1286,2/23/2024,13:00:00,Bangalore,Chicken Dominator,Non-Veg,S,3,291,20,UPI,3,873
1287,2/23/2024,14:00:00,Bangalore,Veg Extravaganza,Non-Veg,M,1,441,55,Card,2,441
1288,2/23/2024,15:00:00,Chennai,Pepper Barbecue,Veg,L,4,399,32,Wallet,5,1596
1289,2/23/2024,16:00:00,Chennai,Chicken Dominator,Veg,L,3,406,24,UPI,4,1218
1290,2/23/2024,17:00:00,Pune,Peppy Paneer,Non-Veg,L,4,316,52,UPI,2,1264
1291,2/23/2024,18:00:00,Mumbai,Margherita,Veg,M,2,418,33,UPI,1,836
1292,2/23/2024,19:00:00,Pune,Peppy Paneer,Veg,S,1,504,35,UPI,2,504
1293,2/23/2024,20:00:00,Pune,Veg Extravaganza,Non-Veg,S,2,442,51,UPI,4,884
1294,2/23/2024,21:00:00,Chennai,Peppy Paneer,Non-Veg,L,1,491,46,Card,5,491
1295,2/23/2024,22:00:00,Bangalore,Chicken Dominator,Non-Veg,M,1,481,54,UPI,2,481
1296,2/23/2024,23:00:00,Delhi,Peppy Paneer,Non-Veg,M,2,500,22,Card,5,1000
1297,2/24/2024,0:00:00,Mumbai,Veg Extravaganza,Non-Veg,S,1,516,23,UPI,1,516
1298,2/24/2024,1:00:00,Chennai,Veg Extravaganza,Veg,M,1,371,26,UPI,4,371
1299,2/24/2024,2:00:00,Bangalore,Veg Extravaganza,Veg,S,4,587,32,UPI,3,2348
1300,2/24/2024,3:00:00,Delhi,Chicken Dominator,Veg,S,3,275,22,UPI,4,825
1301,2/24/2024,4:00:00,Delhi,Veg Extravaganza,Non-Veg,M,2,408,36,UPI,3,816
